"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","46df9d88-9024-4694-b92c-9deb06665beb","","","","","","600F5F053881A_S","Size","S","","","","","","","","","","","46.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","93a33ce1-0d3e-401e-8214-ec5cbba8d6dd","","","","","","600F5F053881A_M","Size","M","","","","","","","","","","","46.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c1a47bbf-e2e6-40bb-aa5e-04f4116aa80f","","","","","","600F5F053881A_L","Size","L","","","","","","","","","","","46.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1d90cd91-6e63-4c9f-87d3-70216825b835","","","","","","600F5F053881A_XL","Size","XL","","","","","","","","","","","46.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","0600c72f-3444-4e28-8244-409844f58d1b","","","","","","600F5F053881A_2XL","Size","2XL","","","","","","","","","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2780aa85-9b80-46d7-9214-35a54e4a9ead","","","","","","600F5F053881A_3XL","Size","3XL","","","","","","","","","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"600f629f0b72535a3e63678c","9aeefaa2-910e-4675-832b-5c020587a0ee","PHYSICAL","shop-all","blue-leaves-sleeveless-sheath-dress","Blue Leaves Sleeveless Sheath Dress","<p class="""">Make a statement and look fabulous in this all-over printed, fitted dress. This sleeveless sheath dress has a flattering silhouette that never goes out of style. The soft elastic fabric of this moves with you whether you're at the office or on the dance floor. Match it with our coordinating streetwear and accessories to create the perfect look.<br><br>• Coordinating streetwear and accessories available.<br>• Made with smooth, comfortable microfiber yarn<br>• Material has a four-way stretch, which means fabric stretches and recovers on the cross and lengthwise grains.<br>• Precision-cut and hand-sewn after printing<br>• Fabric: 82% polyester, 18% spandex to move with you</p>","600F629ED1813_XS","Size","XS","","","","","","","","","","","36.50","0.00","No","Unlimited","/blue-leaves-design, /womens-dresses-skirts","eveningwear, party dress, office wear, casual wear, sleeveless dress, dress for girls, dress for women, date night dress, sundress, summer dress, plus size dress, plus size sheath, plus size summerdres","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9fa6157b8c4fb55a54c2/1613406122159/Blue-Leaves-sheath-dress-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9fad9c6fb3465e2fca26/1613406128540/Blue-Leaves-sheath-dress-left.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9fb8e5d7be134f20194d/1613406139472/Blue-Leaves-sheath-dress-right.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9fc30a3ed7266de84200/1613406151273/Blue-Leaves-sheath-dress-back.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6019416a52963c4f11d5968a/1612267887946/size+chart.png"
"","c1ac278c-a7d9-49e7-b5fe-0fe479cd81d4","","","","","","600F629ED1813_S","Size","S","","","","","","","","","","","36.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3c2ca080-33f9-4a49-abae-ca2be55f6837","","","","","","600F629ED1813_M","Size","M","","","","","","","","","","","36.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","15560b12-0645-48e6-a90d-f0c204c44932","","","","","","600F629ED1813_L","Size","L","","","","","","","","","","","36.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6152bdc8-1e88-413a-8f40-4a4e1c475546","","","","","","600F629ED1813_XL","Size","XL","","","","","","","","","","","36.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"600f65b40b72535a3e63682e","6738370d-ebe9-47e9-94b3-0806e8f783de","PHYSICAL","shop-all","blue-leaves-skater-skirt","Blue Leaves Skater Skirt","<p class="""">The soft fabric and flared cut of this skater skirt are just a few of the reasons why it's bound to become a favorite in your wardrobe. The flattering silhouette looks great on any body type, and thanks to the elastic waistband, the skirt is as comfy, as it is beautiful. Match it with our coordinating streetwear and accessories to create the perfect look.<br><br>• Coordinating streetwear and accessories available. <br>• Smooth fabric<br>• Mid-thigh length<br>• Elastic waistband<br>• Overlock seams, coverstitch hemline<br>• Printed, cut, and hand-sewn by our expert in-house teams<br>• Fabric: 82% polyester, 18% spandex to move with you</p>","600F65B3C4C6D_XS","Size","XS","","","","","","","","","","","38.50","0.00","No","Unlimited","/womens-plus-sizes, /blue-leaves-design, /womens-bottoms, /womens-dresses-skirts","streetwear, office wear, casual wear, skater skirt, women's skater skirt, girl's skater skirt, skirt for girls, skirt for women, skater skirt plus, skater girl, skater girl skirt, flared skirt","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9eb773ca9415ce49c907/1613405882852/Blue+Leave-skater-skirt-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9ebcd87cf20888055294/1613405889384/Blue+Leave-skater-skirt-left.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9ec32ccd3c4adb82b9df/1613405894403/Blue+Leaves-skater-skirt-right.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9ed6340c406fe6c96776/1613405913608/Blue+Leaves-skater-skirt-back.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/601940883a680b21c65cf0d4/1612267659240/size+chart.png"
"","1029716b-047d-4e52-80cc-d5a168d2d147","","","","","","600F65B3C4C6D_S","Size","S","","","","","","","","","","","38.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","19937755-461f-46a4-8a28-4697d1a36d22","","","","","","600F65B3C4C6D_M","Size","M","","","","","","","","","","","38.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b62e8bec-0f53-44bf-b3ae-3114041a6687","","","","","","600F65B3C4C6D_L","Size","L","","","","","","","","","","","38.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d42350fb-a418-4085-aeb3-013287e6cea9","","","","","","600F65B3C4C6D_XL","Size","XL","","","","","","","","","","","38.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","74e0fd07-f529-41e0-adcb-5060ec8657cd","","","","","","600F65B3C4C6D_2XL","Size","2XL","","","","","","","","","","","40.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","614d3c01-a906-4b56-a2a1-c48aa8637888","","","","","","600F65B3C4C6D_3XL","Size","3XL","","","","","","","","","","","40.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"600f683f0b72535a3e6368d5","72081f38-72a1-416c-81c2-5499df0c6155","PHYSICAL","shop-all","blue-leaves-pencil-skirt","Blue Leaves Pencil Skirt","<p class="""">Look great in this body-hugging pencil style skirt that can take you from the office to dinner seamlessly. The soft elastic fabric moves with you making this skirt as comfortable as it is timeless. Match it with our coordinating streetwear and accessories to create the perfect look.<br><br>• Coordinating streetwear and accessories available. <br>• Made with a smooth, comfortable microfiber yarn<br>• Material has a four-way stretch, which means fabric stretches and recovers on the cross and lengthwise grains. <br>• Elastic waistband <br>• Precision-cut and hand-sewn after printing by our expert in-house teams<br><br>*Garments tend to run a little small, consider sizing up one size</p>","600F683EE692F_XS","Size","XS","","","","","","","","","","","25.00","0.00","No","Unlimited","/blue-leaves-design, /womens-bottoms, /womens-dresses-skirts","office wear, casual wear, pencil skirt, women's pencil skirt, girl's pencil skirt, skirt for girls, skirt for women, plus size skirt, businesswear, fitted skirt, stretchy skirt, elastic skirt","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a998efdf5dc081fbec650/1613404562342/Blue-Leaves-pencil-skirt-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a999b0a3ed7266de763df/1613404575269/Blue+Leaves-pencil-skirt-front-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a99a1f4275a2cb100ad4e/1613404581694/Blue+Leaves-pencil-skirt-left-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a99a7750e046ac95ef24e/1613404586217/Blue+Leaves-pencil-skirt-right-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a99ad870ba86d02a8fb4f/1613404593998/Blue+Leaves-pencil-skirt-back-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a99b372b868324373fa30/1613404599672/Blue-Leaves-pencil-skirt-back.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/60193f795fb0532cfdd29622/1612267387204/size+chart.png"
"","ef28b5e7-7de4-4dce-944a-45f1472fbc15","","","","","","600F683EE692F_S","Size","S","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c002fc13-d8e1-43c9-8bed-b2ed1820b0b5","","","","","","600F683EE692F_M","Size","M","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","87eaa535-c612-48a1-84e3-114b32c83a41","","","","","","600F683EE692F_L","Size","L","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","852f8d01-0447-43aa-a3dd-e9247ddd39ff","","","","","","600F683EE692F_XL","Size","XL","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"600f762bbf5dc8002ba6790f","6676b4a6-0bcd-429e-8778-c1025e6be21b","PHYSICAL","shop-all","blue-leaves-mini-skirt","Blue Leaves Mini Skirt","<p class="""">Feel fantastic in this comfortable, stretchy jersey mini skirt. Whether you're heading to the mall or for a night on the town, you will look and feel great! Match it with our coordinating streetwear, and accessories to create the perfect look.<br><br>• Coordinating gym wear, streetwear, and accessories available.<br>• Material has a four-way stretch, which means fabric stretches and recovers on the cross and lengthwise grains. <br>• Elastic waistband <br>• Made with a smooth, comfortable microfiber yarn <br>• Meant to sit on hip<br>• Mid-thigh length<br>• Precision-cut and hand-sewn after printing<br>• Fabric: 82% polyester/18% spandex to move with you<br><br>*Garments tend to run a little small, consider sizing up one size</p>","600F762ADD348_XS","Size","XS","","","","","","","","","","","25.00","0.00","No","Unlimited","/blue-leaves-design, /womens-bottoms, /womens-dresses-skirts","office wear, casual wear, mini skirt, women's mini skirt, girl's mini skirt, skirt for girls, skirt for women, plus size skirt, businesswear, fitted skirt, stretchy skirt, elastic skirt","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a93fdbef96220f1411656/1613403138203/Blue-Leaves-mini-skirt-front-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a93f8bef96220f1411622/1613403133434/Blue-Leaves-mini-skirt-back-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9405ef4fdf139f928a2f/1613403148797/Blue-Leaves-mini-skirt-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a941b157b8c4fb5590a93/1613403166846/Blue-Leaves-mini-skirt-left.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a94231d6bed12e2e0b30b/1613403175455/Blue-Leaves-mini-skirt-right.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a942bfdf5dc081fbe2f8c/1613403182060/Blue-Leaves-mini-skirt-back.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6018df8e70340f05d8f2136f/1612243038303/size+chart.png"
"","c7a3317a-e846-4e5a-b1d9-930696745774","","","","","","600F762ADD348_S","Size","S","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9db98425-531a-47ed-bf4a-e9e6ba5d6b6e","","","","","","600F762ADD348_M","Size","M","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6d7d189e-21b5-4c0d-87dc-21233669dcd4","","","","","","600F762ADD348_L","Size","L","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","559c20fb-3e06-4e42-aaa8-357a5da550cf","","","","","","600F762ADD348_XL","Size","XL","","","","","","","","","","","25.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"600f7a507571ad78f9c7c4fb","197c0be2-ac52-4c47-a2ca-bd0528a8408c","PHYSICAL","shop-all","blue-leaves-bomber-jacket","Blue Leaves Bomber Jacket","<p class="""">From catwalks to a stroll through the park, a layered look is all the rage now. Add a little zing to your wardrobe with this custom-designed Bomber Jacket. Wear it on a basic t-shirt, or layer it on top of a warm hoodie—it’ll look great either way. With a brushed fleece inside and a relaxed unisex fit, this Bomber Jacket is both comfy and stylish. <br><br>• Brushed fleece fabric inside<br>• Unisex fit<br>• Overlock seams<br>• Sturdy neck tape<br>• Silver YKK zipper<br>• 2 self-fabric pockets<br>• Fabric: 100% polyester<br><br>*Garments tend to run a little small, consider sizing up one size</p>","600F7A4FCA70F_XS","Size","XS","","","","","","","","","","","67.00","0.00","No","Unlimited","/womens-accessories, /blue-leaves-design, /womens-tops","outerwear, casual wear, bomber jacket, women's bomber jacket, girl's bomber jacket, jacket for girls, jacket for women, plus size jacket, light jacket, spring outerwear, spring jacket, custom jacket","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7c14ef4fdf139f903bb1/1613397015811/Blue-Leaves-bomber-jacket-left.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7c1a870ba86d02a62210/1613397023576/Blue-Leaves-bomber-jacket-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7c244de25f0bd18f3049/1613397031724/Blue-Leaves-bomber-jacket-right.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7c27963d5726510e17a7/1613397035248/Blue-Leaves-bomber-jacket-back.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7c675246cb1b62a86f85/1613397097120/bomber+jacket.png"
"","a08a4935-ceeb-44f9-93be-0e15a14448fd","","","","","","600F7A4FCA70F_S","Size","S","","","","","","","","","","","67.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f98679d5-de56-4647-865f-1745070cff28","","","","","","600F7A4FCA70F_M","Size","M","","","","","","","","","","","67.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","4f21c34c-c604-4c49-a524-a6c5d437b6ee","","","","","","600F7A4FCA70F_L","Size","L","","","","","","","","","","","67.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","4cbc2eaf-4026-4ea6-b3f1-e1fbd159748e","","","","","","600F7A4FCA70F_XL","Size","XL","","","","","","","","","","","67.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d1d5e9ce-4845-4495-bceb-4f50ad673a66","","","","","","600F7A4FCA70F_2XL","Size","2XL","","","","","","","","","","","69.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","acbf85d6-9d50-4909-9de3-7d58f7dd0d26","","","","","","600F7A4FCA70F_3XL","Size","3XL","","","","","","","","","","","69.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"600f7d930b72535a3e636cdd","14f328b7-69c8-43b9-a32e-077f75613238","PHYSICAL","shop-all","blue-leaves-adjustable-face-mask","Blue Leaves Adjustable Face Mask","<p class="""">Protecting yourself and others doesn't mean that you have to throw your money in the trash after each use. Save money, decrease your carbon footprint, and look stylish with these washable and reusable face masks. <br>These face masks are made of two soft layers of polyester and have a pocket for a filter for better protection. The adjustable nose wire and elastic bands ensure a good fit. This adorable titmouse adds color and style to your protective wear! <br><br>• Fun, colorful designs add protection while maintaining style<br>• Pocket for a filter<br>• Adjustable nose wire helps fit mask snug<br>• Elastic bands with PVC earloop size regulators<br>• Washable and reusable<br>• 100% super-soft polyester microfiber <br><br>Attention! This product is not intended to act as a medical device or other medical product, and should not be used as a replacement for conventional and approved personal protective equipment, including surgical masks or respirators. Please add an approved filter to this product for better protection. <br><br>CDC suggests wearing face cloth coverings in public settings where other social distancing measures are difficult to maintain. This additional safety measure helps protect others in case you have coronavirus, but don't show any symptoms. You should still follow other protective measures as well, and closely follow the latest recommendations from public health officials and CDC to make an informed decision about the use of these masks.<br><br>*Garments tend to run a little small, consider sizing up one size</p>","600F7D9327CD6","","","","","","","","","","","","","18.00","0.00","No","Unlimited","/face-coverings, /womens-accessories, /blue-leaves-design","face mask, face covering, adjustable face mask, washable face mask, mask  filter pocket, mask with nose wire, reusable face mask, facemask, face mask breathable, face mask cloth, custom face mask, adult face mask","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7b5d8d8bc021cb8158b7/1613396832767/Blue-Leaves-face-mask-left.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7b6b7a57d9350d7a8d7d/1613396846483/t.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7b7173ca9415ce4638e6/1613396853025/Blue-Leaves-face-mask-right.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7b76f0571f68b00c01f7/1613396867728/infographic.png https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7b9210a23e723d361beb/1613396886915/Blue-Leaves-face-mask-right-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7b97e5d7be134f1cb705/1613396891647/Blue-Leaves-face-mask-left-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7ba0fdf5dc081fbbe2ee/1613396899673/Blue-Leaves-face-mask-front-folded.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7ba9fcd7254f1bb97577/1613396909082/Blue-Leaves-face-mask-front-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a7c98fcd7254f1bb98f5e/1613397146095/face+mask.png"
"60100384bf5dc8002ba68765","a79436bb-1de8-4567-b4f5-87087ff7aaa7","PHYSICAL","shop-all","blue-leaves-neck-gaiter","Blue Leaves Neck Gaiter/Warmer","<p class="""">This neck gaiter is a versatile accessory that can be used as a face covering, headband, bandana, wristband, and neck warmer. Upgrade your accessory game and find a matching face covering for each of your outfits. <br><br>• Breathable fabric<br>• Washable and reusable<br>• Four-way stretch fabric that stretches and recovers on the cross and lengthwise grains<br>• One size<br>• Printed on one side, reverse side is left blank<br>• 95% polyester, 5% elastane (fabric composition may vary by 1%)<br><br>Attention! This product is not intended to act as a medical device or other medical product, and should not be used as a replacement for conventional and approved personal protective equipment, including surgical masks or respirators. Please add an approved filter to this product for better protection. <br><br>*CDC suggests wearing face cloth coverings in public settings where other social distancing measures are difficult to maintain. This additional safety measure helps protect others in case you have coronavirus, but don't show any symptoms. You should still follow other protective measures as well, and closely follow the latest recommendations from public health officials and CDC to make an informed decision about the use of these masks.<br></p>","601003836597E","","","","","","","","","","","","","16.50","0.00","No","Unlimited","/face-coverings, /womens-accessories, /blue-leaves-design","neck warmer, adult face mask, face covering, gator neck, custom neck gaiter, headband, bandana, wristband, washable face mask, reusable face mask, face mask cloth, custom face mask","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a955bdf6c9f16ca842077/1613403486411/Blue-Leaves-gaiter-face+covering.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9561db12250c438ecf58/1613403493267/Blue-Leaves-gaiter-neck-gaiter.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9567fcd7254f1bbbfb0d/1613403498954/Blue-Leaves-gaiter-headband.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9555642c4f320c712ba7/1613403480751/Blue-Leaves-gaiter-beannie.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a956cdf6c9f16ca842147/1613403503583/Blue-Leaves-gaiter-ponytail.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a9572fcff027e851e8bcd/1613403509185/Blue-Leaves-gaiter-wristband.jpg"
"601005e27571ad78f9c7d299","8e42be02-0932-456f-a8e0-4442fd116698","PHYSICAL","shop-all","blue-leaves-flip-flops","Blue Leaves Women's Flip-Flops","<p class="""">Prepare for an adventurous and carefree summer with a pair of colorful slippers that are created just for you! The rubber sole is lined with a soft fabric to make sure you feel comfortable wherever your day takes you. Truly stand out with our matching swimwear and beach accessories. <br><br>• Coordinating swimsuits and beach accessories available. <br>• Rubber sole<br>• Customizable 100% polyester fabric lining<br>• Black Y-shaped rubber straps<br>• Toe post style</p>","601005E2675A5_S","Size","S","","","","","","","","","","","18.00","0.00","No","Unlimited","/womens-accessories, /blue-leaves-design, /womens-beachwear","women's flip flops, flip-flops, sandals for women, flip-flops for women, beachwear, sandals, surfwear, summer clothes, women's swimwear, girl's swimwear, girl's flip flops, girl's sandals","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/6018d88e71730c43275f3b38/1612241039935/size+chart.png https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602aa2f81140e20c404e18a8/1613406970997/Blue-Leaves-flipflopsleft-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602aa2ff8c474366714c4d05/1613406978938/Blue-Leaves-flipflops-right-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602aa30cc1889644fc29d2b4/1613406992929/Blue-Leaves-flipflops-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602aa315ab0deb12bbb0caa3/1613407001089/Blue-Leaves-flipflops-top.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602aa31b10a23e723d39fe56/1613407006796/Blue-Leaves-flipflops-left.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602aa31e3864731411dd8353/1613407010523/Blue-Leaves-flipflops-right.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602aa327870ba86d02aa29d7/1613407020491/Blue-Leaves-flipflops-back.jpg"
"","4b5f5317-8ca3-4af0-8b45-e283ec4e9d08","","","","","","601005E2675A5_M","Size","M","","","","","","","","","","","18.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d9b3d648-c021-40c6-8b5d-b88f27b0117c","","","","","","601005E2675A5_L","Size","L","","","","","","","","","","","18.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"6010099d0b72535a3e637a6e","bc533994-1cdc-40c9-9b2e-4b2423564048","PHYSICAL","shop-all","blue-leaves-beach-towel","Blue Leaves Coordinating Beach Towel","<p class="""">Stand out this summer with this colorful coordinating beach towel. Or give your bathroom a vibrant look and wrap yourself up with this super soft and cozy bath blanket size towel. These towels are made from cozy cotton terry and soft poly face with great color vibrancy. Pair with our matching swimwear and beach accessories to create a one-of-a-kind look. <br><br>• Coordinating swimsuits and beach accessories available. <br>• Available in one size: 30”x60”<br>• 52% cotton, 48% polyester<br>• Printed on one side only<br>• The non-printed side is made of terry fabric, making the towel more water-absorbent</p>","6010099CB6324","","","","","","","","","","","","","35.00","0.00","No","Unlimited","/womens-accessories, /blue-leaves-design, /womens-beachwear","beach tote, beach bag, large bag, big bag, large tote, big tote, tote with pocket, beach accessories, beach gear, beach set, matching beach tote, matching beach bag","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a90b4157b8c4fb558acbb/1613402295497/Blue-Leaves-beach-towel_sublimated-towel-3.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a90bb963d5726511016b5/1613402302935/Blue-Leaves-beach-towel-1.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a90c009d4e815e34ce0f6/1613402308179/Blue-Leaves-beach-towel_sublimated-towel-2.jpg"
"60100dda7571ad78f9c7d342","75f4a0f1-c48e-4747-aeff-10df924d3c3f","PHYSICAL","shop-all","blue-leaves-coordinating-beach-bag","Blue Leaves Coordinating Beach Bag","<p class="""">Meet your favorite beach accessory for a sunny summer day, our trendy beach bag. Our roomy tote carries everything you need when hitting those warm beaches. This tote even has an inside pocket so no need to dig for keys. Match it with our swimsuits, beach towels, and other accessories to create the perfect beach combo.<br><br>• Coordinating swimsuits and beach accessories available. <br>• Maximum weight limit – 44lbs (20kg)<br>• Large inside pocket<br>• Comfortable cotton webbing handles<br>• Vibrant colors that won't fade<br>• Printed, cut, and hand-sewn by our in-house team<br>• Fabric: 100% polyester fabric <br></p>","60100DD9936AD","","","","","","","","","","","","","35.00","0.00","No","Unlimited","/womens-accessories, /blue-leaves-design, /womens-beachwear","beach tote, beach bag, large bag, big bag, large tote, big tote, tote with pocket, beach accessories, beach gear, beach set, matching beach tote, matching beach bag","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a905ae0381e3ad461a010/1613402205693/Blue-Leaves-tote_all-over-print-beach-bag-right-front.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a905f9cb534098db70fb4/1613402210558/Blue-Leaves-tote_all-over-print-beach-bag-side.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a90651ac7f359953af1a0/1613402218059/Blue-Leaves-tote_all-over-print-beach-bag-hanging.jpg https://static1.squarespace.com/static/5e6b89df206ca56e86432687/6004d194e419c95e28e57661/602a906c4833c90da84161d6/1613402223694/Blue-Leaves-tote_all-over-print-beach-bag-inner-pocket.jpg"
